model,comparison,case_id,scenario_id,category,paired_repetitions,failure_difference,generation_s_difference,irrelevant_inspected_difference,irrelevant_supplied_difference,loading_s_difference,request_s_difference,retrieval_attempts_difference,retrieval_s_difference,selection_s_difference,supplied_coverage_difference,unnecessary_retrievals_difference,validation_s_difference
qwen3:1.7b,SELECTIVE-OFF,ir_04_03,ir_scenario_04,multi_fact_personal,3,0.0,-1.109678876333333,21.0,0.0,-0.000540309,-0.9914831839999995,1.0,0.08713719833333333,0.010080289333333332,1.0,0.0,0.007096652333333333
qwen3:1.7b,SELECTIVE-OFF,ir_04_04,ir_scenario_04,general_no_memory,3,0.0,12.023917964666666,0.0,0.0,8.343654063,12.040815090333332,0.0,0.0,0.010106054,,0.0,0.0005688026666666668
qwen3:1.7b,SELECTIVE-OFF,ir_04_05,ir_scenario_04,unknown_or_conflicting,3,0.0,1.3314583600000003,23.0,0.0,0.0002498276666666665,1.4267103633333333,1.0,0.076198946,0.009426855,,0.0,0.0011115999999999997
qwen3:1.7b,SELECTIVE-OFF,ir_04_06,ir_scenario_04,lifecycle_or_authorization,3,0.3333333333333333,2.0259855049999995,23.0,0.0,-0.0001103500000000001,2.120989992333333,1.0,0.07378792933333334,0.015314571666666667,,0.0,-0.0011305706666666663
qwen3:1.7b,SELECTIVE-OFF,ir_05_01,ir_scenario_05,direct_personal_recall,3,0.0,-0.6186638126666667,22.0,0.0,-0.0001630113333333334,-0.5145785019999995,1.0,0.08666474566666667,0.012626097,1.0,0.0,0.006660962
qwen3:1.7b,SELECTIVE-OFF,ir_05_02,ir_scenario_05,paraphrased_personal_recall,3,0.0,4.198749101666667,22.0,0.0,9.243661878000001,4.541097649000001,1.0,0.3172473533333333,0.012266599,1.0,0.0,0.005292588333333333
qwen3:1.7b,SELECTIVE-OFF,ir_05_03,ir_scenario_05,multi_fact_personal,3,0.0,2.6468619073333333,21.0,0.0,0.00018673799999999996,2.763620781666667,1.0,0.09509601233333334,0.013270921,1.0,0.0,0.003599907666666666
qwen3:1.7b,SELECTIVE-OFF,ir_05_04,ir_scenario_05,general_no_memory,3,0.0,2.991935578333333,0.0,0.0,0.0019012046666666664,6.9679331436666665,0.0,0.0,3.9694298623333335,,0.0,0.00022710133333333297
qwen3:1.7b,SELECTIVE-OFF,ir_05_05,ir_scenario_05,unknown_or_conflicting,3,-0.3333333333333333,-3.7493975666666666,23.0,2.0,-6.205866666666657e-05,-3.644889108666667,1.0,0.07701451266666667,0.009415080666666666,,0.0,0.008809003333333334
qwen3:1.7b,SELECTIVE-OFF,ir_05_06,ir_scenario_05,lifecycle_or_authorization,3,0.0,0.15796384400000005,23.0,0.0,-0.16348297833333278,2.0816805796666666,1.0,1.8890707613333333,0.010644331,,0.0,0.00042297200000000035
qwen3:1.7b,SELECTIVE-OFF,ir_06_01,ir_scenario_06,direct_personal_recall,3,0.0,-1.3004776289999997,22.0,0.0,-1.8868666666666614e-05,-1.1975138929999996,1.0,0.07205242933333333,0.013712757666666667,1.0,0.0,0.004783643
qwen3:1.7b,SELECTIVE-OFF,ir_06_02,ir_scenario_06,paraphrased_personal_recall,3,0.0,-0.40259184533333325,22.0,0.0,5.5975000000000134e-05,-0.32522310433333307,1.0,0.08561691966666667,0.009461292,0.0,0.0,-0.0012374329999999996
qwen3:1.7b,SELECTIVE-OFF,ir_06_03,ir_scenario_06,multi_fact_personal,3,0.0,-1.7189570383333332,21.0,0.0,-0.0007429253333333333,-1.604961354,1.0,0.09548824033333334,0.012033468333333333,1.0,0.0,0.0041236829999999995
qwen3:1.7b,SELECTIVE-OFF,ir_06_04,ir_scenario_06,general_no_memory,3,0.0,0.5945794543333328,0.0,0.0,0.007579081999999999,3.2425135363333335,0.0,0.0,2.647917597,,0.0,-4.2652000000000086e-05
qwen3:1.7b,SELECTIVE-OFF,ir_06_05,ir_scenario_06,unknown_or_conflicting,3,0.0,1.0238912956666661,23.0,1.0,7.979685325999999,12.560854634333333,1.0,0.4121859746666667,11.095633284,,0.0,0.006436560333333333
qwen3:1.7b,SELECTIVE-OFF,ir_06_06,ir_scenario_06,lifecycle_or_authorization,3,0.0,1.0498980219999996,23.0,1.0,0.0015142999999999999,0.9706436156666669,1.0,0.07025464333333334,-0.017249443333333333,,0.0,0.0075747086666666675
qwen3:1.7b,SELECTIVE-OFF,ir_07_01,ir_scenario_07,direct_personal_recall,3,0.0,-0.08968898666666665,22.0,0.0,-0.0016708263333333332,0.013715892666666582,1.0,0.07543250233333333,0.011851120666666666,1.0,0.0,0.0071017089999999995
qwen3:1.7b,SELECTIVE-OFF,ir_07_02,ir_scenario_07,paraphrased_personal_recall,3,0.0,7.327876788000001,22.0,0.0,1.0641744030000002,8.115967012,1.0,0.7760036193333334,0.011040673333333334,0.0,0.0,-0.0010740963333333332
qwen3:1.7b,SELECTIVE-OFF,ir_07_03,ir_scenario_07,multi_fact_personal,3,0.0,1.3655014736666662,21.0,0.0,-2.1875333333333205e-05,1.4754426003333334,1.0,0.09497823799999999,0.008729552,1.0,0.0,0.0058671769999999995
qwen3:1.7b,SELECTIVE-OFF,ir_07_04,ir_scenario_07,general_no_memory,3,0.0,0.28064561166666663,0.0,0.0,0.00046702200000000004,0.28824376899999954,0.0,0.0,0.011273667000000001,,0.0,0.0007258203333333334
qwen3:1.7b,SELECTIVE-OFF,ir_07_05,ir_scenario_07,unknown_or_conflicting,3,0.0,4.633551287666667,21.0,0.0,-0.00048399500000000003,4.723077752,1.0,0.07005807166666667,0.011898553666666667,1.0,0.0,0.005482126666666667
qwen3:1.7b,SELECTIVE-OFF,ir_07_06,ir_scenario_07,lifecycle_or_authorization,3,0.0,1.716161527333333,0.0,0.0,0.008304435666666667,1.6868326829999998,0.0,0.0,-0.016361141666666666,,0.0,-4.719733333333314e-05
qwen3:1.7b,SELECTIVE-OFF,ir_08_01,ir_scenario_08,direct_personal_recall,3,0.0,-1.663763065333334,22.0,1.0,-0.07528069399999902,-1.2423453230000001,1.0,0.4012690916666667,0.010189474666666667,1.0,0.0,0.0070223963333333325
qwen3:1.7b,SELECTIVE-OFF,ir_08_02,ir_scenario_08,paraphrased_personal_recall,3,0.0,0.40371774766666696,0.0,0.0,0.0030609836666666665,3.999564950333333,0.0,0.0,3.4963206363333335,0.0,0.0,0.0006762773333333331
qwen3:1.7b,SELECTIVE-OFF,ir_08_03,ir_scenario_08,multi_fact_personal,3,0.0,-0.7914966439999999,21.0,0.0,0.002794674,-0.6819231286666664,1.0,0.08726656,0.009314160000000002,1.0,0.0,0.006719940333333334
qwen3:1.7b,SELECTIVE-OFF,ir_08_04,ir_scenario_08,general_no_memory,3,0.0,6.913343031,23.0,1.0,0.003930101333333333,10.546702479333334,1.0,0.086638398,3.470315138666667,,1.0,0.005844783333333333
qwen3:1.7b,SELECTIVE-OFF,ir_08_05,ir_scenario_08,unknown_or_conflicting,3,0.0,0.7649881100000003,21.0,0.0,0.003570105,0.8860643970000003,1.0,0.08036017166666666,0.016735247666666665,0.5,0.0,0.0035184220000000006
qwen3:1.7b,SELECTIVE-OFF,ir_08_06,ir_scenario_08,lifecycle_or_authorization,3,0.0,1.908528332666667,0.0,0.0,-8.389166666666675e-05,1.9129781423333334,0.0,0.0,0.0023472239999999998,,0.0,-0.000573395
qwen3:1.7b,ALWAYS-OFF,ir_01_01,ir_scenario_01,direct_personal_recall,3,0.0,0.11696861799999987,22.0,1.0,-0.00011565933333333339,0.2016663016666668,1.0,0.07068449666666667,0.0008485686666666667,0.0,0.0,0.005015192999999999
qwen3:1.7b,ALWAYS-OFF,ir_01_02,ir_scenario_01,paraphrased_personal_recall,3,0.0,4.566333595333333,22.0,0.0,-0.0007303976666666667,4.645355226666666,1.0,0.07414879333333334,0.0006447380000000001,0.0,0.0,0.00122775
qwen3:1.7b,ALWAYS-OFF,ir_01_03,ir_scenario_01,multi_fact_personal,3,0.0,5.768084336666667,21.0,1.0,-0.0003581483333333334,5.870494724666667,1.0,0.08343064933333333,0.0015907620000000001,1.0,0.0,0.007292917666666667
qwen3:1.7b,ALWAYS-OFF,ir_01_04,ir_scenario_01,general_no_memory,3,0.0,1.460299339333333,23.0,0.0,-2.075033333333331e-05,1.5510582153333334,1.0,0.081567001,0.00028348600000000006,,1.0,0.0012398683333333337
qwen3:1.7b,ALWAYS-OFF,ir_01_05,ir_scenario_01,unknown_or_conflicting,3,0.0,3.9863197700000006,23.0,0.0,-1.8961666666666526e-05,4.0832740276666675,1.0,0.090704281,0.00031570366666666623,,0.0,0.0012950770000000004
qwen3:1.7b,ALWAYS-OFF,ir_01_06,ir_scenario_01,lifecycle_or_authorization,3,0.0,-7.200543664,22.0,1.0,-8.576913655,-7.109845480999999,1.0,0.080991445,-0.0011383830000000004,1.0,0.0,0.0070040173333333336
qwen3:1.7b,ALWAYS-OFF,ir_02_01,ir_scenario_02,direct_personal_recall,3,0.0,-2.283139843333333,22.0,0.0,-0.0005010440000000001,-2.1845884893333327,1.0,0.07552681933333333,0.0006181823333333338,1.0,0.0,0.004375071666666667
qwen3:1.7b,ALWAYS-OFF,ir_02_02,ir_scenario_02,paraphrased_personal_recall,3,0.3333333333333333,0.5662810746666667,22.0,0.0,0.0028343603333333338,0.6442575140000001,1.0,0.086448432,0.0017951123333333336,0.0,0.0,-0.004049364333333334
qwen3:1.7b,ALWAYS-OFF,ir_02_03,ir_scenario_02,multi_fact_personal,3,0.0,2.8561778390000003,21.0,1.0,-0.00017016833333333335,2.9641193419999996,1.0,0.093859426,-0.0014310180000000003,1.0,0.0,0.007834696666666667
qwen3:1.7b,ALWAYS-OFF,ir_02_04,ir_scenario_02,general_no_memory,3,0.0,3.957095166,23.0,2.0,-6.903000000000089e-06,4.064216589666667,1.0,0.09123880566666667,0.00014758233333333343,,1.0,0.005918540666666667
qwen3:1.7b,ALWAYS-OFF,ir_02_05,ir_scenario_02,unknown_or_conflicting,3,0.0,1.0786092396666664,23.0,1.0,-0.0008213640000000001,1.1701614023333333,1.0,0.06791889166666666,0.0012225019999999997,,0.0,0.004474069333333334
qwen3:1.7b,ALWAYS-OFF,ir_02_06,ir_scenario_02,lifecycle_or_authorization,3,0.3333333333333333,2.164610363,22.0,0.0,0.0007128040000000002,2.248815349,1.0,0.08670036066666666,0.0009277159999999998,0.0,0.0,-0.0015553133333333334
qwen3:1.7b,ALWAYS-OFF,ir_03_01,ir_scenario_03,direct_personal_recall,3,0.0,1.201895036,22.0,0.0,-0.0005388789999999998,1.3144741619999996,1.0,0.08560507533333334,0.0024585256666666663,1.0,0.0,0.0048195803333333335
qwen3:1.7b,ALWAYS-OFF,ir_03_02,ir_scenario_03,paraphrased_personal_recall,3,0.0,3.039911205333334,22.0,0.0,-4.098533333333319e-05,3.127916585,1.0,0.08233830866666667,0.00037367466666666664,0.0,0.0,0.0004968776666666669
qwen3:1.7b,ALWAYS-OFF,ir_03_03,ir_scenario_03,multi_fact_personal,3,0.0,4.302635534333334,21.0,0.0,-2.8771333333333222e-05,4.404058440666667,1.0,0.08620697766666667,-0.0006214933333333334,1.0,0.0,0.008134996666666667
qwen3:1.7b,ALWAYS-OFF,ir_03_04,ir_scenario_03,general_no_memory,3,0.0,7.912610777666667,23.0,0.0,-0.0006290163333333332,7.992775538000002,1.0,0.07792118566666667,-0.0001552143333333339,,1.0,0.00016866699999999995
qwen3:1.7b,ALWAYS-OFF,ir_03_05,ir_scenario_03,unknown_or_conflicting,3,0.0,-1.2178567440000003,23.0,1.0,-5.196666666667174e-07,-1.117743004,1.0,0.09164209066666666,-0.001398882333333333,,0.0,0.005276308666666667
qwen3:1.7b,ALWAYS-OFF,ir_03_06,ir_scenario_03,lifecycle_or_authorization,3,0.0,7.259782511999999,23.0,0.0,0.0001814063333333333,7.3457536853333325,1.0,0.073189642,0.0013986843333333339,,0.0,-0.00014376933333333335
qwen3:1.7b,ALWAYS-OFF,ir_04_01,ir_scenario_04,direct_personal_recall,3,0.0,-0.10665420500000049,22.0,0.0,-0.0004946316666666668,-0.0158270586666663,1.0,0.06879780066666667,0.0013738339999999998,1.0,0.0,0.0035127636666666662
qwen3:1.7b,ALWAYS-OFF,ir_04_02,ir_scenario_04,paraphrased_personal_recall,3,0.0,2.2760445453333333,22.0,0.0,0.0004703093333333333,2.3758126966666664,1.0,0.08427425066666666,2.8211666666667103e-05,1.0,0.0,0.004342843
qwen3:1.7b,ALWAYS-OFF,ir_04_03,ir_scenario_04,multi_fact_personal,3,0.3333333333333333,3.2627558449999996,21.0,0.0,-0.0002588380000000001,3.3578513293333336,1.0,0.08358779133333334,-0.001126922666666667,1.0,0.0,0.0013246989999999997
qwen3:1.7b,ALWAYS-OFF,ir_04_04,ir_scenario_04,general_no_memory,3,0.0,4.839657791333334,23.0,0.0,-0.0004439483333333333,4.926934338666667,1.0,0.08026110733333333,0.0038565133333333325,,1.0,-0.00033633133333333277
qwen3:1.7b,ALWAYS-OFF,ir_04_05,ir_scenario_04,unknown_or_conflicting,3,0.0,1.9345169156666666,23.0,0.0,0.0005658019999999997,2.0172717903333335,1.0,0.07661701,-0.001182575333333333,,0.0,0.0013321516666666665
qwen3:1.7b,ALWAYS-OFF,ir_04_06,ir_scenario_04,lifecycle_or_authorization,3,0.0,5.046427741333333,23.0,0.0,4.055533333333322e-05,5.132148592999999,1.0,0.083860168,-0.0011430703333333333,,0.0,0.0012182040000000003
qwen3:1.7b,ALWAYS-OFF,ir_05_01,ir_scenario_05,direct_personal_recall,3,0.0,0.447790486,22.0,0.0,-1.3264666666666704e-05,0.5464471896666673,1.0,0.09002042166666667,0.0012109766666666664,1.0,0.0,0.008403020666666667
qwen3:1.7b,ALWAYS-OFF,ir_05_02,ir_scenario_05,paraphrased_personal_recall,3,0.0,-4.066089870333333,22.0,0.0,0.0004837963333333333,-3.9759120080000003,1.0,0.08281194366666667,-0.0006704256666666663,1.0,0.0,0.004567468
qwen3:1.7b,ALWAYS-OFF,ir_05_03,ir_scenario_05,multi_fact_personal,3,0.0,7.880356543,21.0,0.0,-0.0004035143333333334,7.9983166363333345,1.0,0.08631164066666668,0.000584325666666667,1.0,0.0,0.007761768666666666
qwen3:1.7b,ALWAYS-OFF,ir_05_04,ir_scenario_05,general_no_memory,3,0.0,0.8766580276666668,23.0,0.0,-0.001022294,0.9633735809999999,1.0,0.07903058633333333,-4.729166666666713e-05,,1.0,0.0005968593333333331
qwen3:1.7b,ALWAYS-OFF,ir_05_05,ir_scenario_05,unknown_or_conflicting,3,-0.3333333333333333,-0.06965361300000013,23.0,2.0,0.0001740466666666668,0.029762919333333155,1.0,0.08130118866666668,-0.0015269776666666669,,0.0,0.008616065666666665
qwen3:1.7b,ALWAYS-OFF,ir_05_06,ir_scenario_05,lifecycle_or_authorization,3,0.0,5.382396566333333,23.0,0.0,0.06592771866666693,5.674747734333334,1.0,0.2926393796666667,-0.0011797273333333327,,0.0,2.446433333333353e-05
qwen3:1.7b,ALWAYS-OFF,ir_06_01,ir_scenario_06,direct_personal_recall,3,0.0,9.683809638333333,22.0,0.0,8.244048705,10.394255620333333,1.0,0.6935714566666666,2.7047333333333107e-05,1.0,0.0,0.006170363333333333
qwen3:1.7b,ALWAYS-OFF,ir_06_02,ir_scenario_06,paraphrased_personal_recall,3,0.0,2.0692712336666665,22.0,0.0,-7.724199999999979e-05,2.132969665,1.0,0.08425004933333333,-0.0013647813333333338,0.0,0.0,-0.0005472853333333329
qwen3:1.7b,ALWAYS-OFF,ir_06_03,ir_scenario_06,multi_fact_personal,3,0.0,0.9044880386666669,21.0,0.0,-0.0006748306666666667,0.9914895090000003,1.0,0.08457259866666667,0.00042255966666666635,1.0,0.0,0.004425485666666667
qwen3:1.7b,ALWAYS-OFF,ir_06_04,ir_scenario_06,general_no_memory,3,0.0,1.1986019143333333,23.0,1.0,0.0007375503333333333,1.2961527113333335,1.0,0.08209316966666666,-0.001424513333333333,,1.0,0.005182329
qwen3:1.7b,ALWAYS-OFF,ir_06_05,ir_scenario_06,unknown_or_conflicting,3,0.0,1.9434075413333327,23.0,1.0,0.00035081366666666686,2.0451719476666668,1.0,0.079983707,0.001333786000000001,,0.0,0.0031560670000000002
qwen3:1.7b,ALWAYS-OFF,ir_06_06,ir_scenario_06,lifecycle_or_authorization,3,0.0,0.7766206280000002,23.0,1.0,0.0008486880000000001,0.6874660750000002,1.0,0.07464088633333334,-0.02930237033333333,,0.0,0.003412118333333333
qwen3:1.7b,ALWAYS-OFF,ir_07_01,ir_scenario_07,direct_personal_recall,3,0.0,11.050014577,22.0,0.0,8.303549751,11.615256369,1.0,0.542696242,0.0009442793333333336,1.0,0.0,0.007271650666666667
qwen3:1.7b,ALWAYS-OFF,ir_07_02,ir_scenario_07,paraphrased_personal_recall,3,0.0,8.394582004666669,22.0,0.0,0.16582605633333308,8.906908298666668,1.0,0.5107946213333333,-0.00046303099999999976,0.0,0.0,-4.902533333333344e-05
qwen3:1.7b,ALWAYS-OFF,ir_07_03,ir_scenario_07,multi_fact_personal,3,0.0,3.4539645256666667,21.0,0.0,9.788000000000158e-06,3.545790516,1.0,0.083102341,-0.0002663589999999996,1.0,0.0,0.004881526333333333
qwen3:1.7b,ALWAYS-OFF,ir_07_04,ir_scenario_07,general_no_memory,3,0.0,0.38056876233333314,23.0,0.0,-1.877833333333327e-05,0.4700622966666665,1.0,0.08778674,0.0004288200000000005,,1.0,0.0004593149999999998
qwen3:1.7b,ALWAYS-OFF,ir_07_05,ir_scenario_07,unknown_or_conflicting,3,0.0,6.495974683666667,21.0,0.0,-0.00023506499999999993,6.594350565000001,1.0,0.07835143566666666,0.001204754,1.0,0.0,0.006507699999999999
qwen3:1.7b,ALWAYS-OFF,ir_07_06,ir_scenario_07,lifecycle_or_authorization,3,0.0,3.0001611246666666,0.0,0.0,5.585866666666667e-05,2.9759658486666667,0.0,0.0,-0.015996379333333335,,0.0,-0.000416544333333333
qwen3:1.7b,ALWAYS-OFF,ir_08_01,ir_scenario_08,direct_personal_recall,3,0.0,4.597164583333332,22.0,1.0,0.6996262203333343,5.1603487213333326,1.0,0.5019924443333333,0.00010837366666666705,1.0,0.0,0.008824927666666668
qwen3:1.7b,ALWAYS-OFF,ir_08_02,ir_scenario_08,paraphrased_personal_recall,3,0.0,0.6615611303333337,22.0,1.0,-0.0002957376666666666,0.7791861896666665,1.0,0.09074754833333333,-0.0013949,0.0,0.0,0.004884400333333333
qwen3:1.7b,ALWAYS-OFF,ir_08_03,ir_scenario_08,multi_fact_personal,3,0.0,14.668065138666666,21.0,0.0,8.011429885666667,15.279340560666668,1.0,0.5841596836666667,0.0012029276666666673,1.0,0.0,0.007698344333333333
qwen3:1.7b,ALWAYS-OFF,ir_08_04,ir_scenario_08,general_no_memory,3,0.0,-0.035409240999998794,23.0,1.0,0.00045931633333333335,0.06314740933333389,1.0,0.07818921266666667,-0.001201605666666667,,1.0,0.0063252993333333335
qwen3:1.7b,ALWAYS-OFF,ir_08_05,ir_scenario_08,unknown_or_conflicting,3,0.0,2.0043774793333333,21.0,0.0,-0.0005497820000000001,2.1125326456666667,1.0,0.09334748033333333,-0.001299272,0.5,0.0,0.004645887333333333
qwen3:1.7b,ALWAYS-OFF,ir_08_06,ir_scenario_08,lifecycle_or_authorization,3,0.0,2.516229400333333,0.0,0.0,-0.0005464439999999999,2.5120227120000003,0.0,0.0,0.00045636533333333367,,0.0,-0.00047092200000000035
